review_text,rating,actual_sentiment,predicted_lr,predicted_nb
I have bought this in the past and is a good buy.,5.0,Positive,Positive,Positive
Cant beat the price,5.0,Positive,Positive,Positive
This filter fits easily and is long lasting.  I have a ge refigerator and this filter was the right match.,5.0,Positive,Positive,Positive
Arrived on time as promised. Measurements are spot on and tray fits perfectly.,5.0,Positive,Positive,Positive
Have bought in the past and will continue to in the future. Good price for filters.,5.0,Positive,Positive,Positive
"Bought this for my other half, shes a big coffee morning drinker. Had it for three days so far and shes put it to use. Best surprise random gift ever.",4.0,Positive,Positive,Positive
Works good for it's value.,5.0,Positive,Positive,Positive
They work great in my GE refrigerator! I have used this in the past and will continue to do so!,5.0,Positive,Positive,Positive
Didn’t fix the washing machine problem. Something else is wrong,4.0,Positive,Positive,Positive
Best way to get a grit free coffee.  No grinds ever except the coffee brew itself.  Easy clean-up since all you do is toss the used filter after use .,5.0,Positive,Positive,Positive
I'm new to k cups and have nothing to compare this product to. That being said I really like them and have no complaints.  They work very well and I'd buy them again.,5.0,Positive,Positive,Positive
Holds the door open at the perfect distance. Looks cute doing so. We never lose it since it hangs from the side of washer,5.0,Positive,Positive,Positive
Had a steam function on my new dryer works awesome.  Love it easy to install. I did not need to call a plumber or a man Lady!!! You dont need instructions its that easy but does come with them. Just in case if you if you do need them for you rocket scientist.,5.0,Positive,Positive,Positive
OEM parts,5.0,Positive,Positive,Positive
East to assemble,5.0,Positive,Positive,Positive
Expensive and defective.  Had to replace it.,1.0,Negative,Negative,Positive
Easy to install and use.,3.0,Neutral,Positive,Positive
i got the parts & they worked for 3 months. I was expecting them to last longer.......,2.0,Negative,Negative,Negative
Works great and saved a lot compared to manufacturers replacement filter.  This is my second filter and will buy again.,5.0,Positive,Positive,Positive
Shipping was fast. Everything needed to repair a dryer that has quit heaiting.  If you have any mechanical skills you can do this retrofit in very little time.  Their video takes you through the process entirely.  One suggestion:  take pictures of every related part before you remove it.  Wiring (colors) can vary between different models.,5.0,Positive,Positive,Positive
"I like to change my refrigerator water filter every 6-8 months, so it is nice to have a three pack so I can change it as soon as the ""filter"" light comes on.<br />I am not going to go through the procedure, since you will want to check the manual for your particular appliance, but once you access the filter, and shut the water off, you just twist the filter counter-clockwise to remove and then twist the new one clockwise until it clicks to seat it.  You will want to run the water dispenser for several seconds to refill the new filter.<br />One thing I like to do with the old filter is drain as much water as possible out of it into the sink (hold it upside down and shake it for several seconds) so that water isn't trapped for years in the filter as it sits in a landfill somewhere.",5.0,Positive,Positive,Positive
Easy to install except for final spring wire ring.,5.0,Positive,Positive,Positive
"They work great, what more can you say!",5.0,Positive,Positive,Positive
"This unit has been flaky from the start, running too cold than too warm, the freezer freezes over and stops working. I couldn't get it fixed after 30 days then they only gave me a partial refund. A waste of money.",1.0,Negative,Negative,Negative
"Amazon has the best selection of gadgets to keep things organized in your kitchen! This coffee filter holder is not only functional, it’s cute!",5.0,Positive,Positive,Positive
The original one had a metal shift that connects the impeller to the magnet. I bought a replacement that eventually wore out as well. Problem was the impeller starts to rub because the metal shaft gets bent.. This improved pump has a ceramic shift that should not warp.,5.0,Positive,Positive,Negative
Super easy to install and did not need to replace whole unit as expected!,5.0,Positive,Positive,Positive
Fit perfectly in my refrigerator.,5.0,Positive,Positive,Positive
This hasn't failed me yet although I've not had it long. There are no instructions included for wiring diagrams. There are 2 ways to wire this. One way the light on the switch stays on as long as power is supplied regardless if the power switch is on or off. The second way the light only comes on when the switch is powered on.  Go to YouTube for help.,3.0,Neutral,Positive,Positive
"Worked for my application, a stand-alone ice maker. Mounting bracket was not identical but fit nevertheless.",5.0,Positive,Positive,Positive
perfect replacement at a good price would definitely recommend,5.0,Positive,Positive,Positive
"I love cooking with gas.  This unit has worked well, but late one evening we heard this clicking noise coming from the kitchen and it took us a few minutes to realize the igniters had gone nuts and were firing without the burner being turn on.  We used the troubleshooter and did everything it said, but it still continues to fire.  We had to disconnect the current to the unit and have to light the burners with a match.  This ones going outta here!!",3.0,Neutral,Positive,Positive
